Where is the Rigel located?	0.1733
How many meteors can be seen coming from the border with the Orion Constellation?	-1.2157
What is the oldest known Chinese star chart?	1.5623
What is the name of the star of unknown origin?	-1.2157
What are the two dogs that Orion is depicted with in his paintings?	-0.5212
What is the star W Ursae Majoris is a type of?	-1.2157
What is the map prepared during the Warring States period?	-0.5212
What does the term constellation specifically denote?	1.5623
The Pleiades and The Hyades are within the constellation of what?	0.8678
Was the fifth mission initially canceled on safety grounds following the Challenger disaster ?	-1.2157
Why are the western-traditional constellations the forty-eight Greek classical patterns?	-0.5212
What was the result of the Chinese Star Maps?	-0.5212
Did coins retrieve from the island from the 3rd century BC feature dogs?	-1.2157
Where was U.S. taxpayers saw the benefits of their investment in the space telescope program established at the Space Telescope European Coordinating Facility in?	-0.5212
When was the LST launched?	0.8678
What was the launch date for the Perkin-Elmer project?	1.5623
When did the name stella polaris have the declination +89°19′8′′ ?	-1.2157
